grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores,id
ECOSOL,Artículos publicados,Publicado en revista especializada,Uso de Tecnologías de Información y Comunicación para la negociación internacional ¿Ventaja para las empresas colombianas?,Colombia,Revista Ciencias Estrategicas ,1794-8347,2014,22,32 ,279 - 294,,"HUGO ROMAN PEREZ ARROYAVE, JAIRO ALBERTO JARRIN QUINTERO, JOSE ALEJANDRO CANO ARENAS, JOSE JAIME BAENA ROJAS",1012
ECOSOL,Artículos publicados,Publicado en revista especializada,Las prácticas sexuales de riesgo al VIH en población universitaria,Colombia,Revista de Salud Pública ,0124-0064,2014,16,1 ,25 - 39,http://www.revistas.unal.edu.co/index.php/revsaludpublica/article/view/30659/46771,"OLGA LUCIA ARBOLEDA ALVAREZ, SANTIAGO ALBERTO MORALES MESA, ANGELA MARIA SEGURA CARDONA",1013
ECOSOL,Artículos publicados,Publicado en revista especializada,"Mundo rural, tecnología y producción orgánica",Colombia,Cooperativismo & Desarrollo ,0120-7180,2013,20,102 ,99 - 108,,HERNANDO EMILIO ZABALA SALAZAR,1014
ECOSOL,Artículos publicados,Publicado en revista especializada,La integración desde la práctica: criterios y denominadores comunes para la cooperación sectorial,Colombia,Cooperativismo & Desarrollo ,0120-7180,2012,20,101 ,132 - 151,,HERNANDO EMILIO ZABALA SALAZAR,1015
ECOSOL,Artículos publicados,Publicado en revista especializada,La construcción de factor comunidad en las organizaciones de población desplazada (OPD) de Medellín,Colombia,Revista De Economía Del Caribe ,2011-2106,2012,1,9 ,128 - 161,http://rcientificas.uninorte.edu.co/index.php/economia/article/view/3650,"OLGA LUCIA ARBOLEDA ALVAREZ, JENNY ACEVEDO VALENCIA, LUZ DOLLY LOPERA GARCIA",1016
ECOSOL,Artículos publicados,Publicado en revista especializada,Concepciones y Prácticas sobre pedagogía y educación cooperativa y solidaria en Medellin,México,Decisio. Saberes Para La Acción En Educación De Adultos ,1665-7446,2012,1,29 ,1 - ,http://www.socioeco.org/bdf_fiche-document-2109_es.html,"OLGA LUCIA ARBOLEDA ALVAREZ, LUZ DOLLY LOPERA GARCIA",1017
ECOSOL,Artículos publicados,Publicado en revista especializada,-	Análisis demográfico de Colombia 2005-2010: una lectura en clave de política pública en salud,Colombia,Revista Ces Salud Pública ,2145-9932,2011,2,2 ,110 - 124,http://revistas.ces.edu.co/index.php/ces_salud_publica/article/view/1995,"OLGA LUCIA ARBOLEDA ALVAREZ, SANTIAGO ALBERTO MORALES MESA",1018
ECOSOL,Artículos publicados,Publicado en revista especializada,-	Características de la salud asociadas con las condiciones de vida de las personas con formación universitaria a partir de la encuesta de calidad e vida (ECV) en la ciudad de Medellín,Colombia,Revista Ces Salud Pública ,2145-9932,2011,2,2 ,148 - 158,http://revistas.ces.edu.co/index.php/ces_salud_publica/article/view/1995,"OLGA LUCIA ARBOLEDA ALVAREZ, SANTIAGO ALBERTO MORALES",1019
ECOSOL,Artículos publicados,Publicado en revista especializada,La construcción de un balance social cooperativo,Colombia,Cooperativismo & Desarrollo ,0120-7180,2011,19,99 ,75 - 90,,HERNANDO EMILIO ZABALA SALAZAR,1020
ECOSOL,Artículos publicados,Publicado en revista especializada,"¿Es posible la agricultura orgánica en Marinilla? Entre la capacidad de los recursos y l avoluntad política, se hace camino.",Colombia,Semestre Económico ,0120-6346,2011,14,N/A ,135 - 151,,"LUZ DOLLY LOPERA GARCIA, DORA CRISTINA SALGADO CANAVERAL, RAUL ADOLFO VELASQUEZ VELEZ",1021
ECOSOL,Artículos publicados,Publicado en revista especializada,Condiciones clave para el éxito y sostenibilidad de los emprendimientos solidarios de Medellín,Colombia,Semestre Económico ,0120-6346,2011,14,28 ,77 - 94,http://www.udem.edu.co/images/SERVICIOS/SelloEditorial/Revista_Semestre_Econ%C3%B3mico/Revista_No.28/9.__Emprendimientos_solidarios_en_Medellin.pdf,"OLGA LUCIA ARBOLEDA ALVAREZ, HERNANDO ZABALA SALAZAR",1022
ECOSOL,Artículos publicados,Publicado en revista especializada,Los circuitos económicos solidarios: espacio de relaciones y consensos,Colombia,Semestre Económico ,0120-6346,2009,12, ,81 - 93,http://www.socioeco.org/bdf_fiche-document-666_fr.html,"LUZ DOLLY LOPERA GARCIA, SOL BIBIANA MORA",1023
ECOSOL,Artículos publicados,Publicado en revista especializada,Contribuciones de la economía solidaria al desarrollo local: el caso del altiplano norte del departamento de Antioquia,Colombia,Semestre Económico ,0120-6346,2009,12,23 ,119 - 132,,"LUZ DOLLY LOPERA GARCIA, GABRIEL POSADA",1024
ECOSOL,Artículos publicados,Corto (Resumen),El pensamiento de Francisco Luís Jiménez,Colombia,Integrando Para El Desarrollo ,2027-0593,2009,12,N/A ,14 - 15,,HERNANDO EMILIO ZABALA SALAZAR,1025
ECOSOL,Artículos publicados,Corto (Resumen),Cooperativismo con actividad financiera,Colombia,Integrando Para El Desarrollo ,2027-0593,2008,9,N/A ,22 - 23,,HERNANDO EMILIO ZABALA SALAZAR,1026
ECOSOL,Artículos publicados,Publicado en revista especializada,Capital social:revisión del concepto y propuesta para su reelaboración,Colombia,Semestre Económico ,0120-6346,2008,11,21 ,75 - 90,,"ELKIN  QUIROS LIZARAZO, ALFREDO  GHISO COTOS, OLGA LUCIA ARBOLEDA ALVAREZ",1027
ECOSOL,Artículos publicados,Corto (Resumen),Integración e Intercooperación,Colombia,Integrando Para El Desarrollo ,2027-0593,2008,10,N/A ,37 - 37,,HERNANDO EMILIO ZABALA SALAZAR,1028
ECOSOL,Artículos publicados,Publicado en revista especializada,"Asociatividad, redes sociales y desarrollo local",Canadá,Revista Unircoop ,1705-2165,2007,5,1 ,28 - 50,,HERNANDO EMILIO ZABALA SALAZAR,1029
ECOSOL,Artículos publicados,Publicado en revista especializada,La gestión mutual:características básicas y prácticas locales,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,15 ,33 - 41,,"OLGA LUCIA ARBOLEDA ALVAREZ, HERNANDO ZABALA SALAZAR",1030
ECOSOL,Artículos publicados,Publicado en revista especializada,Las organizaciones de economía solidaria: un modelo innovador de gestión,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2006,9,14 ,60 - 67,,"OLGA LUCIA ARBOLEDA ALVAREZ, CLARA INES ORREGO CORREA",1031
ECOSOL,Artículos publicados,Publicado en revista especializada,La economía solidaria en el desarrollo de Antioquia,Colombia,Cooperativismo & Desarrollo ,0120-7180,2005,88,1 ,107 - 117,,HERNANDO EMILIO ZABALA SALAZAR,1032
ECOSOL,Artículos publicados,Publicado en revista especializada,Facultad de Administración de la Funlam: diez años formando para la construcciòn de alternativas solidarias y de desarrollo humano,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2005,8,11-12 ,53 - 58,,"OLGA LUCIA ARBOLEDA ALVAREZ, CLARA INES ORREGO CORREA",1033
ECOSOL,Artículos publicados,Publicado en revista especializada,La fórmula cooperativista en Rafael Uribe Uribe,Colombia,Cooperativismo & Desarrollo ,0120-7180,2003,81,1 ,21 - 23,,HERNANDO EMILIO ZABALA SALAZAR,1034
ECOSOL,Artículos publicados,Publicado en revista especializada,El intervencionismo de Estado y la cooperación colombiana,Colombia,Cooperativismo & Desarrollo ,0120-7180,2003,81,1 ,37 - 46,,HERNANDO EMILIO ZABALA SALAZAR,1035
ECOSOL,Artículos publicados,Publicado en revista especializada,FUNDAMENTOS PARA LA CONSTRUCCCION DE LA CALIDAD DE VIDA,Colombia,Textos Y Argumentos ,1692-1135,2002,1,1 ,15 - 30,,CLARA INES ORREGO CORREA,1036
ECOSOL,Artículos publicados,Publicado en revista especializada,PROBREZA Y DESARROLLO SOCIAL,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2000,1,2 ,122 - 132,,CLARA INES ORREGO CORREA,1037
ECOSOL,Artículos publicados,Publicado en revista especializada,"Fundación Universitaria Luis Amigó: 15 años de aprendizaje, experiencia y construcción de futuro",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,1999,1,3 ,6 - 21,,OLGA LUCIA ARBOLEDA ALVAREZ,1038
ECOSOL,Artículos publicados,Publicado en revista especializada,La gestión y el papel de actores y gestores en las prácticas de economía solidaria en Medellín 1930-1972,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,1998,1,1 ,24 - 35,,OLGA LUCIA ARBOLEDA ALVAREZ,1039
ECOSOL,Artículos publicados,Publicado en revista especializada,La fuerza de la cooperación,Colombia,Cooperativismo & Desarrollo ,0120-7180,1998,1,69 ,65 - 72,,HERNANDO EMILIO ZABALA SALAZAR,1040
GORAS,Artículos publicados,Publicado en revista especializada,Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,4 ,195 - 205,10.37960/rvg.v25i4,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",1041
GORAS,Artículos publicados,Publicado en revista especializada,Valor compartido y planeación estratégica: factores de transformación empresarial en el sector minero,Venezuela,Espacios ,0798-1015,2020,41,N/A ,1 - 9,,"LUIS FERNANDO QUINTERO ARANGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ, JORMARIS MARTINEZ GOMEZ",1042
GORAS,Artículos publicados,Publicado en revista especializada,Competencias específicas para la titulación de administración financiera,Venezuela,Utopia y Praxis Latinoamericana ,1316-5216,2020,25,11 ,14 - 32,,VICTOR HUGO MERINO CORDOBA,1043
GORAS,Artículos publicados,Publicado en revista especializada,"La responsabilidad social empresarial en las empresas del sector minero de metales preciosos Medellín, Colombia",Venezuela,Espacios ,0798-1015,2020,41,41 ,96 - 107,,"MAURICIO ALEJANDRO BEDOYA JIMENEZ, LUIS FERNANDO QUINTERO ARANGO",1044
GORAS,Artículos publicados,Publicado en revista especializada,Tendencias en el mundo de la gastronomía y la alimentación: una revisión desde la perspectiva colombiana,Venezuela,Agroalimentaria ,1316-0354,2020,26,50 ,51 - 65,,"SANTIAGO NARANJO RAMIREZ, SEBASTIAN ARIAS GIRALDO",1045
GORAS,Artículos publicados,Publicado en revista especializada,Aplicaciones móviles para gestión de procesos académicos en educación superior (AMAES),Venezuela,Espacios ,0798-1015,2020,41,28 ,20 - 35,,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",1047
GORAS,Artículos publicados,Publicado en revista especializada,"Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,91 ,1205 - 1220,10.37960/rvg.v25i91,JOSE ANTONIO LOPEZ GIRALDO,1048
GORAS,Artículos publicados,Publicado en revista especializada,Evaluación de condiciones de fabricación y calidad sensorial de cerveza artesanal tipo lager,Colombia,Journal De Ciencia E Ingeniería ,2145-2628,2020,12,N/A ,1 - 12,10.46571/JCI.2020.1.1,"DANIEL MUNOZ QUINTERO, SEBASTIAN ARIAS GIRALDO",1049
GORAS,Artículos publicados,Publicado en revista especializada,Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó - Medellín - Colombia,Venezuela,Espacios ,0798-1015,2020,41,16 ,12 - 27,,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",1050
GORAS,Artículos publicados,Publicado en revista especializada,"""Modelo de evaluación de desempeño y plan de formación para una empresa distribuidora y comercializadora de calzado""",Venezuela,Espacios ,0798-1015,2020,41,07 ,26 - 39,,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO",1051
GORAS,Artículos publicados,Publicado en revista especializada,Influencia de la educación nutricional sobre la adopción de preferencias alimentarias en estudiantes de Gastronomía,Colombia,"Cultura, Educación, Sociedad Ces ",2389-7724,2020,11,1 ,235 - 240,10.17981/11.1.2020.17,SUGEY ELENA ANAYA GARCIA,1052
GORAS,Artículos publicados,Publicado en revista especializada,Reacciones químicas de los azúcares simples empleados en la industria alimentaria,Colombia,Lámpsakos ,2145-4086,2019,22,N/A ,123 - 136,10.21501/21454086.3252,"DIANA MARCELA LOPEZ VELASCO, SEBASTIAN ARIAS GIRALDO",1054
GORAS,Artículos publicados,Publicado en revista especializada,La violencia intrafamiliar en el desempeño laboral de las mujeres en el sector textil -confección,Colombia,Diversitas : Perspectivas En Psicología ,1794-9998,2019,15,2 ,217 - 284,10.15332/22563067,"LUIS FERNANDO QUINTERO ARANGO, DIANA MARCELA IBAGON PARRA, CARLOS EDUARDO ALVAREZ AGUDELO",1055
GORAS,Artículos publicados,Publicado en revista especializada,"innovación en la Orientación al Mercado en Distribuidoras de Materia Prima de Químicos para la industria de: alimentos, caucho, pegantes, fragancias, detergentes, farmacéuticas y cosméticas",Chile,Informacion Tecnologica ,0716-8756,2019,30, ,1 - 20,10.4067/S0718-07642019000600137,JUAN SANTIAGO CALLE PIEDRAHITA,1056
GORAS,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,Indian Journal of Science and Technology ,0974-5645,2019,12,42 ,2 - 18,10.17485/ijst/2019/v12i42/146964,"LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS, VICTOR DANIEL GIL VERA",1057
GORAS,Artículos publicados,Publicado en revista especializada,"""Gestión Del Conocimiento: Una Estrategia Innovadora Para El Desarrollo De Las Universidades"" . En: Colombia",Colombia,Clio América ,1909-941X,2019,13,26 ,1 - 9,10.21676/23897848.3513,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO",1058
GORAS,Artículos publicados,Publicado en revista especializada,Evaluación de los parámetros del proceso de congelación para la pulpa de açaí,Colombia,Tecno Lógicas ,0123-7799,2019,22,N/A ,25 - 38,10.22430/22565337.1117,"SEBASTIAN ARIAS GIRALDO, ADELA MARIA CEBALLOS PENALOZA, LUIS FERNANDO GUTIERREZ MOSQUERA",1060
GORAS,Artículos publicados,Publicado en revista especializada,El manejo de los recursos económicos y la inteligencia financiera en los estudiantes de educación superior,Venezuela,Espacios ,0798-1015,2019,40,N/A ,1 - 12,,"LUIS FERNANDO QUINTERO ARANGO, LAURA ESTEFANY BUSTAMANTE PENAGOS, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, DANY ESTEBAN GALLEGO QUICENO",1061
GORAS,Artículos publicados,Publicado en revista especializada,Asociatividad empresarial y liderazgo ambidiestro como generadores de innovación,Venezuela,Revista de Ciencias Sociales ,1315-9518,2019,25,N/A ,51 - 72,10.13140/RG.2.2.33071.79529,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS, OLGA INES VELEZ BERNAL, FRANCISCO JAVIER ARIAS VARGAS",1062
GORAS,Artículos publicados,Publicado en revista especializada,La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica,Venezuela,Espacios ,0798-1015,2019,40,N/A ,26 - 37,,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA, ANDREA HENAO GRANADA",1063
GORAS,Artículos publicados,Publicado en revista especializada,Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso,Venezuela,Espacios ,0798-1015,2019,40,N/A ,28 - 48,,"CLAUDIA MILENA PEREZ PERALTA, YAMARU DEL VALLE CHIRINOS ARAQUE",1064
GORAS,Artículos publicados,Publicado en revista especializada,Conceptualización del rol de la orientación al mercado en comercializadoras de químicos en la ciudad de Medellín,Chile,Ingeniare ,0718-3305,2019,27,1 ,8 - 21,10.4067/S0718,JUAN SANTIAGO CALLE PIEDRAHITA,1065
GORAS,Artículos publicados,Publicado en revista especializada,Cooperativismo como compromiso para la construcción de la paz en Colombia,Venezuela,Revista de Ciencias Sociales ,1315-9518,2019,25,1 ,156 - 169,10.31876/rcs.v25i1.29606,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA",1066
GORAS,Artículos publicados,Publicado en revista especializada,La importancia de los recursos financieros personales y su relación con la inteligencia financiera: revisión documental,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2018,55,1 ,172 - 191,,JORGE IVAN JIMENEZ SANCHEZ,1068
GORAS,Artículos publicados,Publicado en revista especializada,Barreras legales para la introducción del Crowdfunding en Colombia: análisis comparativo con España,Colombia,Espacios ,0798-1015,2018,39,37 ,8 - 20,http://www.revistaespacios.com/a18v39n37/18393708.html,"JORGE IVAN JIMENEZ SANCHEZ, FARLEY SARY ROJAS RESTREPO, DIEGO ALEJANDRO RAMIREZ TAPIAS",1069
GORAS,Artículos publicados,Publicado en revista especializada,Modelo de salario emocional para la fidelización de los colaboradores en la búsqueda de una organización competitiva,Venezuela,Espacios ,0798-1015,2018,39,41 ,35 - 43,n/a,"LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS",1070
GORAS,Artículos publicados,Publicado en revista especializada,Estrategias de las multilatinas colombianas y su proceso de internacionalización,Colombia,Espacios ,0798-1015,2018,39,42 ,1 - 7,N/A,LUIS FERNANDO QUINTERO ARANGO,1071
GORAS,Artículos publicados,Publicado en revista especializada,Responsabilidad Social Universitaria como estrategia de impacto para el fomento de la cultura ambiental en comunidades vulnerables,Venezuela,Espacios ,0798-1015,2018,39,N/A ,3 - 12,,"YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO",1072
GORAS,Artículos publicados,Publicado en revista especializada,Energy and productivity yield assessment of a traditional furnace for noncentrifugal brown sugar (panela) production,Egipto,International Journal of Chemical Engineering ,1687-8078,2018,2018,N/A ,1 - 10,10.1155/2018/6841975,"LUIS FERNANDO GUTIERREZ MOSQUERA, SEBASTIAN ARIAS GIRALDO, ADELA MARIA CEBALLOS PENALOZA",1074
GORAS,Artículos publicados,Publicado en revista especializada,Medios digitales emergentes en la implementación de didácticas específicas en el programa de administración de empresas,Colombia,Prisma Social ,1989-3469,2018,21,N/A ,438 - 457,,"SANDRA MILENA MALAVERA PINEDA, UBEIMAR AURELIO OSORIO ATEHORTUA",1076
GORAS,Artículos publicados,Publicado en revista especializada,El clima organizacional en el emprendimiento sostenible,Colombia,Revista Escuela De Administración De Negocios ,0120-8160,2018,84,N/A ,31 - 51,10.21158/01208160,VICTOR HUGO MERINO CORDOBA,1078
GORAS,Artículos publicados,Revisión (Survey),FACTORES ASOCIADOS A LAS PREFERENCIAS ALIMENTARIAS DE LOS NIÑOS,Colombia,Eleuthera ,2011-4532,2018,18,N/A ,58 - 73,10.17151,SUGEY ELENA ANAYA GARCIA,1079
GORAS,Artículos publicados,Publicado en revista especializada,Análisis del aprendizaje:una revisión sistemática de literatura,Colombia,Revista Activa Tecnológico De Antioquia ,2027-8101,2018,10,1 ,15 - 26,,VICTOR DANIEL GIL VERA,1081
GORAS,Artículos publicados,Publicado en revista especializada,Neuromarketing en la publicidad y su impacto en el consumidor del sector retail de la cíudad de Medellín (Colombia),Venezuela,Espacios ,0798-1015,2018,39,N/A ,116 - 124,N/A,"LUIS FERNANDO QUINTERO ARANGO, JORMARIS MARTINEZ GOMEZ",1082
GORAS,Artículos publicados,Publicado en revista especializada,Efecto de la Estrategia Instruccional Resolución de Problemas desde una Perspectiva Heurística en el Rendimiento Académico de Cálculo II,Venezuela,Espacios ,0798-1015,2018,39,N/A ,11 - 25,,"VICTOR HUGO MERINO CORDOBA, YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA",1083
GORAS,Artículos publicados,Publicado en revista especializada,Emprendimiento sostenible para el desarrollo económico de las PYMES.,Venezuela,Espacios ,0798-1015,2018,39,N/A ,03 - 11,,"YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA, VICTOR HUGO MERINO CORDOBA",1085
GORAS,Artículos publicados,Publicado en revista especializada,La violencia intrafamiliar y los impactos en el ámbito laboral: análisis comparativo.,Colombia,Revista Latinoamericana De Estudios De Familia ,2215-8758,2017,9,N/A ,65 - 79,10.17151/rlef.2017.9.5.,"LUIS FERNANDO QUINTERO ARANGO, DIANA MARCELA IBAGON PARRA, CARLOS EDUARDO ALVAREZ AGUDELO",1086
GORAS,Artículos publicados,Publicado en revista especializada,"Factores de la violencia intrafamiliar en el género femenino: análisis comparativo aplicado en tres empresas del sector textil confección de las ciudades de Medellín, Bogotá y Manizales",Venezuela,Espacios ,0798-1015,2017,38,54 ,1 - 20,N/A,"LUIS FERNANDO QUINTERO ARANGO, CARLOS EDUARDO ALVAREZ AGUDELO, DIANA MARCELA IBAGON PARRA",1087
GORAS,Artículos publicados,Publicado en revista especializada,Responsabilidad social empresarial en las empresas del sector minorista,Colombia,Clio América ,1909-941X,2017,11,N/A ,146 - 159,10.21676/23897848.2436,LUIS FERNANDO QUINTERO ARANGO,1088
GORAS,Artículos publicados,Publicado en revista especializada,Aplicación del Costo de Capital en las pymes en Colombia: una revisión,Colombia,SCIENCE OF HUMAN ACTION ,2500-669X,2017,2,2 ,1 - 36,10.21501/issn.2500-669X,JORGE IVAN JIMENEZ SANCHEZ,1089
GORAS,Artículos publicados,Publicado en revista especializada,Situación del Crowdfunding como mecanismo para la financiación de PyMEs en Colombia,Venezuela,Espacios ,0798-1015,2017,38,43 ,24 - 36,,JORGE IVAN JIMENEZ SANCHEZ,1090
GORAS,Artículos publicados,Publicado en revista especializada,Formar para la investigación: base de la profesionalidad del licenciado en educación en Colombia,Colombia,Encuentros ,1692-5858,2017,15,N/A ,157 - 174,10.15665/re.v15i2.610,JUAN SANTIAGO CALLE PIEDRAHITA,1091
GORAS,Artículos publicados,Publicado en revista especializada,Herramienta ¿Gerencia del Valor¿ para el diagnóstico financiero en las Empresas Sociales del Estado,Venezuela,Espacios ,0798-1015,2017,38,23 ,14 - 25,,JORGE IVAN JIMENEZ SANCHEZ,1092
GORAS,Artículos publicados,Publicado en revista especializada,Necesidad de reconocimiento y síndrome de selfie: un análisis relacional basado en minería de datos,Colombia,Ingenierías USBMed ,2027-5846,2017,8,1 ,71 - 76,http://dx.doi.org/10.21500/20275846.2835,VICTOR DANIEL GIL VERA,1093
GORAS,Artículos publicados,Publicado en revista especializada,Liderazgo Espiritual y Procesos de Conocimiento Organizacional: Nuevas Relaciones en el Campo de la Gestión del Conocimiento.,Venezuela,Espacios ,0798-1015,2016,37,37 ,24 - 35,,"CARLOS MARIO DURANGO YEPES, LORENA MARTINEZ SOTO",1094
GORAS,Artículos publicados,Publicado en revista especializada,Gestión del Conocimiento en el area de arquitectura: aprendizajes y Saberes en Medellín,Venezuela,Revista Venezolana de Gerencia ,1315-9984,2016,21,76 ,627 - 641,10.52080/rvg.v26i94,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA",1095
GORAS,Artículos publicados,Publicado en revista especializada,Aplicación de inductores generadores de valor para la gestión en microempresas,Colombia,Revista En Contexto ,2346-3279,2016,4,5 ,99 - 116,,JORGE IVAN JIMENEZ SANCHEZ,1096
GORAS,Artículos publicados,Publicado en revista especializada,Development of a general crowdsourcing maturity model,Colombia,Cuadernos De Administración ,0120-4645,2016,32,55 ,72 - 86,,"CARLOS MARIO DURANGO YEPES, VICTOR DANIEL GIL VERA",1097
GORAS,Artículos publicados,Publicado en revista especializada,La formación en los postgrados en administración: Desarrollo de competencias para la investigación,Venezuela,Espacios ,0798-1015,2016,37,10 ,E - 1,"NA","JORMARIS MARTINEZ GOMEZ, MARIO LEON RESTREPO MUNERA, JUAN GUILLERMO SALDARRIAGA RIOS",1099
GORAS,Artículos publicados,Publicado en revista especializada,Un Acercamiento a la Comprensión del Perfil de la Inteligencia Emocional.,Colombia,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud ",1692-715X,2016,14,1 ,331 - 345,10.11600/1692715x.14122220814,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1100
GORAS,Artículos publicados,Publicado en revista especializada,Distancia a la frontera e impacto asimétrico en los sectores económicos por las políticas de desregulación,Colombia,Revista Lasallista de Investigacion ,1794-4449,2016,13,1 ,31 - 48,,"GONZALO JIMENEZ JARAMILLO, CONRADO DE JESUS GIRALDO ZULUAGA",1101
GORAS,Artículos publicados,Publicado en revista especializada,Capacidad de innovación de proceso y desempeño innovador: efecto mediador de la capacidad de innovación de producto.,Colombia,Ad-Minister Revista Escuela De Administración ,1692-0279,2015,27,N/A ,75 - 93, 10.17230/ad-minister.27. 4,CARLOS MARIO DURANGO YEPES,1102
GORAS,Artículos publicados,Publicado en revista especializada,Exploring knowledge management maturity from funcionalist and interpretivist perspectives,Colombia,Entramado ,1900-3803,2015,11,1 ,94 - 104,http://dx.doi.org/10.18041/entramado.2015v11n1.21112,"CARLOS MARIO DURANGO YEPES, JOSE ENRIQUE ARIAS PEREZ",1107
GORAS,Artículos publicados,Publicado en revista especializada,METODOLOGÍA PARA EVALUAR LA MADUREZ DE LA GESTIÓN DEL CONOCIMIENTO EN ALGUNAS GRANDES EMPRESAS COLOMBIANAS,Colombia,Tecnura ,0123-921X,2015,19,43 ,14 - 30,,MARTHA ELENA QUINTERO MUNOZ,1108
GORAS,Artículos publicados,Publicado en revista especializada,Bioética y tecnología digital: una puerta a la investigación desde la perspectiva de las ciencias sociales,Colombia,Produccion y Limpia ,1909-0455,2014,9,NA ,101 - 117,,"GONZALO JIMENEZ JARAMILLO, CONRADO DE JESUS GIRALDO ZULUAGA",1109
GORAS,Artículos publicados,Publicado en revista especializada,Aportes de la ética de Emmanuel Lévinas para el concepto de responsabilidad social empresarial,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2013,38, ,16 - 26,,"ALEXANDER MARIN LOPEZ, ELKIN HORACIO QUIROS LIZARAZO",1111
GORAS,Artículos publicados,Publicado en revista especializada,Impactos de responsabilidad social-Fundación Universitaria Monserrate,Colombia,Revista Venezolana de Gerencia ,1315-9984,2012,17,59 ,498 - 511,,"CARLOS ANDRES ARISTIZABAL BOTERO, CLAUDIA CONSUELO** GONZALEZ RAMIREZ, NUBIA BOLIVAR, CLAUDIA CONSUELO GONZALEZ RAMIREZ, GUSTAVO DURAN  HERRERA",1112
GORAS,Artículos publicados,Publicado en revista especializada,"Asociaciones entre madurez de gestión del conocimiento y desempeño innovador: organización y personas, e interpretación",Colombia,Revista Lasallista de Investigacion ,1794-4449,2012,9,1 ,86 - 95,,JOSE ENRIQUE ARIAS PEREZ,1113
GORAS,Artículos publicados,Publicado en revista especializada,Reflexiones criticas sobre las dinámicas del emprendimiento en la educación superior,Colombia,Revista De Investigaciones ,0121-067X,2012,1,19 ,17 - 37,,"MARTHA DEL SOCORRO ALZATE CARDENAS, OVIDIO HERRERA RIVERA, GLORIA LUCILA AGUDELO RESTREPO",1114
GORAS,Artículos publicados,Publicado en revista especializada,Los procesos de transferencia de conocimiento en algunas universidades colombianas,Brasil,Revista Escenario  ,2011-9097,2011,1,11 ,34 - 48,http://revistas.cecar.edu.co/escenarios/article/view/242/226,CARLOS ANDRES ARISTIZABAL BOTERO,1116
