grupo,categoria,Tipo_Curso,Nombre_curso,Pais,Ano,Idioma,Medio_divulgacion,sitio_web,Participacion,Duracion_semanas,Finalidad,lugar,Institucion_Financiadora,Autores
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Investigación cuantitativa,Colombia,2011,Español,Otro, ,Docente,0,Capacitar docentes Universitarios en investigación cuantitativa,Fundación Universitaria Luis Amigó,, PAULA ANDREA MONTOYA ZULUAGA
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Pensamiento socal y soeciedad,Colombia,2011,Español,Papel, www.funlam.edu.co,Docente,0,capacitación docente,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, CLAUDIA MARCELA ARANA MEDINA
NEUROCIENCIAS BASICAS Y APLICADAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Generalidades de la investigación cuantitativa,Colombia,2011,Español,Otro, ,Docente,0,Capacitar docentes y estudiantes de Maestría y Doctorado en las generalidades del enfoque empírico-analítico,Universidad de Antioquia,, PAULA ANDREA MONTOYA ZULUAGA
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Similación Modelo ONU entre la U. Católica Luis Amigó y la Universidad Politécnica de Guanajuato México,Colombia,2020,Español,Papel, ,Organizador,8,Estrategia pedagógica - Simulación Modelo ONU,Universidad Católica Luis Amigó y Universidad Politécnica de Guanajuato,Universidad Politécnica de Guanajuato, MARIA ISABEL GUERRERO MOLINA
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Tenencias del nuevo retail en el contexto de la contingencia por COVID 19,México,2020,Español,Internet, ,Docente,1,Programa Fortalecimiento de la actividad emprendedora y autoempleo (FACEM),Universidad Tecnológica de Mexico,, MARIA ISABEL GUERRERO MOLINA
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Modelos de organizaciones de economía solidaria y social,Colombia,2019,Español,Otro, ,Docente,12,Formacion estudiantes pregrado,Universidad católica luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Historia y filosofía de organizaciones de economía social y solidaria,Colombia,2018,Español,Otro, ,Docente,12,Formacion estudiantes pregrado,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso de Excel Avanzado en la Gestión de los Negocios,Colombia,2018,Español,Varios,//www.funlam.edu.co/modules/piCal/?smode=Monthly&action=View&event_id=0000029033&caldate=2018-10-28,Docente,0,Procesar eficientemente la información en la gestión de los negocios,Sala de sistemas 312 A - Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, ROSA JANNET RESTEPO RESTREPO
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,1er Encuentro Nacional de Semilleros de Investigación del Programa de Negocios Internacionales,Colombia,2018,Español,Varios, ,Organizador,0,Encuentro Nacional de Semilleros de Investigación,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO," NELSON MARIN LATORRE ARIAS, MARIA ISABEL GUERRERO MOLINA"
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Diagnóstico de las estrategias digitales como resultado de la gestión de innovación empresarial para las Mypimes en la ciudad de Medellin.,Colombia,2018,Español,Otro, ,Docente,0,VI Jornadas de investigación de la Facultad de Ciencias Económicas y Administrativas,Institución Universitaria ITM,, MARIA ISABEL GUERRERO MOLINA
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Marketing Green. ¿Realidad o tendencia?,Colombia,2018,Español,Internet,//www.ubjonline.mx/eventos/marketing-green-realidad-o-tendencia-2/,Docente,0,"Adquirir nuevos conocimientos, herramientas para la capacitación y desarrollo profesional en programas de maestría y doctorado.",Online,Universidad Benito Juárez G, MARIA ISABEL GUERRERO MOLINA
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Generalidades de la Logística,Colombia,2017,Español,Internet,//academia.funlam.edu.co/uenlinea/publico/index.jsf,Docente,1,Contextualizar la logística integral,auditorio 1- 510 Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, ROSA JANNET RESTEPO RESTREPO
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Gestión de organizaciones de economía solidaria y social,Colombia,2017,Español,Otro, ,Docente,0,Formacion estudiantes pregrado,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso competencias ciudadanas,Colombia,2017,Español,Otro, ,Docente,1,Formación de directivos y asociados,Universidad Católica Luis Amigó,, OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso dirigido cooperativismo Cooperen,Colombia,2017,Español,Otro, ,Docente,1,Formación de directivos y asociados,Universidad Católica Luis Amigó,, OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Curso de Corta Duración Dictados, Otro ,Conferencia con cinco mexícanos exítosos,México,2017,Español,Internet,/Users/doc-b1p209-9/Downloads/CERTIFICACI%C3%92N%205%20Mexicanos%20Exitosos.pdf,Docente,1,Compartir experiencia de 5 mexícanos exitosos con profesionales de latinoamerica,Puebla - México,Univerdad Benito Juarez, VICTORIA BLAQUISED RIVERA
GESNE,Curso de Corta Duración Dictados, Perfeccionamiento ,Sensibilización en procesos de internacionalización,Colombia,2017,Español,Otro,//m.facebook.com/cedezo.guayabal,Docente,0,Capacitar a micro empresarios que van iniciar su plan estratégico exportador,Auditorio Cedezo Guyabal,ALCALDIA DE MEDELLIN, ROSA JANNET RESTEPO RESTREPO
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso Básico de Cooperativismo,Colombia,2015,Español,Otro, ,Docente,4,Formar asociados de la cooperativa J.F Kennedy,Club Rondalla,Cooperativa J.F Kennedy, MARIA EUGENIA PALACIO JARAMILLO
GESNE,Curso de Corta Duración Dictados, Otro ,Curso Economía solidaria y del trabajo,Colombia,2014,Español,Otro, ,Docente,16,Impartir conocimientos teóricos y conceptuales relacionados con el factores de producción que constituyen la racionalida haciendo  de la economía solidaria haciendo énfasis en el factor trabajo,Fundación universitaria Luis amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Curso de Corta Duración Dictados, Otro ,Curso Desarrollo comunitario,Colombia,2014,Español,Otro, ,Docente,16,"impartir conocimientos relacionados con el desarrollo de la comunidad es sus aspectos teóricos, conceptuales y prácticos",Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Curso de Corta Duración Dictados, Extensión extracurricular ,SEMINARIO GESTION DE EMPRESAS COOPERATIVAS,Colombia,2014,Español,Internet,//virtual.funlam.edu.co/,Docente,2,Formar asociados delegados del cuerpo directivo de la Cooperativa COOPENSURA,Medellín,Cooperativa Coopensura, OSWALDO ANTONIO SALGADO CANAVERAL
GORAS,Curso de Corta Duración Dictados, Especialización ,RELACIÓN ENTRE LOS ESTILOS DE LIDERAZGO Y LA VIOLENCIA OCUPACIONAL EN LAS PYMES DE LA COMUNA 11 DE LA CIUDAD DE MEDELLÍN,Colombia,2018,Español,CD-ROM/DVD, ,Docente,0,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,BENEFICIOS FLEXIBLES EN LA TRANSFORMACIÓN DE GESTIÓN HUMANA,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,"ANÁLISIS DEL CLIMA ORGANIZACIONAL EN EL CENTRO DE EMPLEO DE LA CAJA DE COMPENSACIÓN FAMILIAR DEL DEPARTAMENTO DE CÓRDOBA, 2018",Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,LA GESTIÓN TECNOLÓGICA COMO ESTRATEGIA DE FORTALECIMIENTO DE LA GESTIÓN DE TALENTO HUMANO EN LAS INSTITUCIONES EDUCATIVAS PRIVADAS DEL MUNICIPIO DE MONTERÍA,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Montería,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,Hacia una Aproximación de la Competitividad en el Entorno Laboral¿,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,PROPUESTA DE INTERVENCIÓN EN CLIMA ORGANIZACIONAL AL PERSONAL DE LA FINCA DOÑA FRANCIA.,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,Influencia de las relaciones interpersonales entre los equipos de trabajo en la productividad laboral en la empresa Chakipi Colombia Armenia Quindío,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Armenia,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,PROPUESTA DE PREVENCIÓN DE LA FARMACODEPENDENCIA EN LAS FAMILIAS DE LA EMPRESA PRIVADA GRIFFITH FOODS S.A.S,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,Estudios de las técnicas de reclutamiento y selección de personal para mejorar el desempeño organizacional de la Corporación Social ¿Coredas¿,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,OPERACIONES BURSATILES,Colombia,2018,Español,Internet, ,Docente,2,DIPLOMADO DE ACTUALIZACION PARA ESTUDIATNES,ESUMER,, ALEJANDRA MARIA LUJAN JARAMILLO
GORAS,Curso de Corta Duración Dictados, Especialización ,"MODELO DE GESTION POR COMPETENCIAS EN LA SELECCIÓN, INDUCCIÓN Y EVALUACIÓN DE DESEMPEÑO DEL PERSONAL DE LA FUNDACIÓN LA MANO DE DIOS",Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,ESTUDIO DEL IMPACTO PRODUCTIVO FRENTE AL BIENESTAR LABORAL QUE OFRECEN LAS EMPRESAS NACIONALES A LOS TRABAJADORES DESDE LA GERENCIA DEL TALENTO HUMANO,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,"Propuesta pedagógica para motivar la participación de las Mujeres Negra y/o Afrocolombianas del Consejo Comunitario de Comunidad Negra la Playa Renaciente del Corregimiento de Navarro en el Desarrollo de Acciones Socio-Culturales del Municipio de Santiago de Cali, Departamento del Valle",Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,LA COMUNICACIÓN COMO HERRAMIENTA PARA UN BUEN ENTORNO LABORAL,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,FACTORES QUE INCIDEN EN LA ROTACION DE PERSONAL EN LA EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN SEBASTIAN DE URABA DEL MUNICIPIO DE NECOCLI ANTIOQUA DURANTE EL AÑO 2018.,Colombia,2018,Español,CD-ROM/DVD, ,Docente,0,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,ANÁLISIS DE LOS PROCESOS DE LA GESTIÓN DEL TALENTO HUMANO PARA EL MEJORAMIENTO DE LA GESTIÓN HUMANA EN LA EMPRESA MATERIALES EL SINUANO S.A,Colombia,2018,Español,CD-ROM/DVD, ,Docente,52,Optar titulo especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Especialización ,Protocolo de servicio al cliente Certicar el poblado,Colombia,2018,Español,CD-ROM/DVD, N/A,Docente,52,Optar al Título de Especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Relación Entre Los Estilos De Liderazgo y La Violencia Ocupacional En Las Pymes De La Comuna 11 De La Ciudad De Medellín,Colombia,2018,Español,CD-ROM/DVD, N/A,Docente,52,Optar al Título de Especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Nuevo Modelo de Apertura de Convenios para el Ramo Afines Empresarial de la Compañía Seguros Bolívar en Antioquia,Colombia,2018,Español,CD-ROM/DVD, N/A,Docente,52,Optar al Título de Especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Estrategias Para Generar Nuevas Formas De Consumo Del Té Hatsu,Colombia,2018,Español,CD-ROM/DVD, N/A,Docente,52,Optar al Título de Especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Nuevo Modelo de Servicio al Cliente para Compañía Viajes y Viajes S.A.S,Colombia,2018,Español,CD-ROM/DVD, N/A,Docente,52,Optar al Título de Especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Plan de mercadeo SAJOS S.A.S,Colombia,2018,Español,CD-ROM/DVD, N/A,Docente,52,Optar al Título de Especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,ECONOMETRIA FINANCIERA,Colombia,2018,Español,Papel, ,Docente,0,DIPLOMADO DE ACTUALIZACION PARA ESTUDIATNES,ESUMER,, ALEJANDRA MARIA LUJAN JARAMILLO
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,"Generación de Valor, un enfoque administrativo, financiero y de responsabilidad social",Colombia,2018,Español,Otro, ,Docente,0,Comprenden la importancia de las finanzas y de la responsabilidad social en la Generación de Valor,Universidad Católica Luis Amigó - Sede Monteria,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Seminario de Grado - Evaluación financiera de Proyectos,Colombia,2018,Español,Otro, ,Docente,3,oreintar el seminario de grado en la especialización en Gerencia de Proyectos,Corporación Universitaria Remington - Montería,CORPORACIÓN UNIVERSITARIA REMINGTON, MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Curso de Corta Duración Dictados, Especialización ,¿Dos Almas¿ y la creación de estrategias de mercadeo para incursionar en el mercado de fotografía de bodas en la ciudad de Medellín,Colombia,2018,Español,CD-ROM/DVD, N/A,Docente,52,Optar al Título de Especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,curso Trabajo de Grado I,Colombia,2018,Español,Papel, ,Docente,16,Orientar curso en la Especialización en Finanzas  - Investigación formativa,Universidad Catolica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Encuentro de academia - Las neurociencias aplicadas en las organizaciones,Colombia,2018,Español,Otro, ,Docente,0,"Articular los conocimientos científicos de las neurociencias a la comprensión de las dinamias organizarles , los sujetos y sus aportes al tejido empresarial",Auditorio torrente  Universidad católica Luis amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Curso de Corta Duración Dictados, Especialización ,Modulo de mercadeo social,Colombia,2018,Español,Papel, n/a,Organizador,4,Modulo para los especialista de gerencia social,Uniminuto Bello,, LUIS FERNANDO QUINTERO ARANGO
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Taller Internacional en Creatividad e Innovación en las Organizaciones,México,2018,Español,Internet,//www.uv.mx/veracruz/afide/,Docente,1,Desarrollar habilidades y competencias para la gestión de la innovación social y Comprender y asimilar las técnicas y herramientas de creatividad,Veracruz - México,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA MALAVERA PINEDA
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,de cara a las nuevas perspectivas del mercado,Colombia,2018,Español,Otro, ,Docente,0,Conocer las nuevas tendencias en el desarrollo de las finanzas,Auditorio 1-304 Universidad católica Luis amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Curso de Corta Duración Dictados, Otro ,Conferencia Innovación organizacional y social,Colombia,2018,Español,Otro, ,Docente,0,Cátedra abierta para los estudiantes de administración de empresas.,Corporación universitaria Minuto de DIOS - Uniminuto sede BELLO,CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS - UNIMINUTO, LUIS FERNANDO QUINTERO ARANGO
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Catedra abierta La gerencia del Valor como Inductor en las Organizaciones,Colombia,2018,Español,Otro, ,Docente,0,Discutir la importancia en las organizaciones de la implementación de un sistema de generación de valor,Auditorio Torrente Universidad catolica Luis amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,FORMADOR DE FORMADORES BVC,Colombia,2018,Español,Papel, ,Docente,0,Capacitacion en el mercado de valores colombiano,,, ALEJANDRA MARIA LUJAN JARAMILLO
GORAS,Curso de Corta Duración Dictados, Especialización ,Curso Trabajo de Grado 1,Colombia,2017,Español,Papel,//www.funlam.edu.co/uploads/programas/posgrados/Gerencia-Talento-Humano-distancia.pdf,Docente,16,Curso de la Especialización en Gerencia del Talento Humano -  Universidad Católica Luis Amigó,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAMES ALBERTO MARULANDA PATINO
GORAS,Curso de Corta Duración Dictados, Especialización ,Curso Habilidades Gerenciales,Colombia,2017,Español,Papel,//www.funlam.edu.co/uploads/programas/posgrados/Gerencia-Talento-Humano-distancia.pdf,Docente,4,Curso de la Especialización en Gerencia del Talento Humano -  Universidad Católica Luis Amigó,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAMES ALBERTO MARULANDA PATINO
GORAS,Curso de Corta Duración Dictados, Especialización ,Diseño de estrategias de mercadeo social para mejorar el posicionamiento de asperla,Colombia,2016,Español,CD-ROM/DVD, N/A,Docente,16,Optar al título de especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Propuesta de cambio del sistema de atención preventiva a televenta,Colombia,2016,Español,CD-ROM/DVD, N/A,Docente,16,Optar al título de especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Como crear marcas con exito . Medellín,Colombia,2016,Español,CD-ROM/DVD, N/A,Docente,16,Optar al título de especialista,Medellón,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Planteamiento del plan de mercadeo para la dirección comercial de el bureau de medellín enfocada en el desarrollo del plan trabajo estrategico 2017 con los miembros adherentes de la fundación . Medellín,Colombia,2016,Español,CD-ROM/DVD, N/A,Docente,16,Optar a grado de especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Estrategia de marketing para la empresa Think It S.A.S . Medellín,Colombia,2016,Español,CD-ROM/DVD, N/A,Docente,16,Optar por título de especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,"Desiciones de compra de marcas a partir de los sentidos desde el neuromarketing, caso de estudio almacen Exito del este",Colombia,2016,Español,CD-ROM/DVD, N/A,Docente,16,Optar al títulos de especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Especialización ,Formulación de estrategias de mercadeo para el restaurante Angus Brangus,Colombia,2016,Español,CD-ROM/DVD, N/A,Docente,16,Optar al título de especialista,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, JAIME ALBERTO BELTRAN RIOS
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Conferencia Estrategia del sector Retail,Colombia,2016,Español,Otro, n/a,Docente,1,"Evento de extensión de la Facultad de Ciencias Económicas, Administrativas y Contables",Fundación Universitaria Luis Amigo,UNIVERSIDAD CATOLICA LUIS AMIGO, LUIS FERNANDO QUINTERO ARANGO
GORAS,Curso de Corta Duración Dictados, Especialización ,Estándares Internacionales de Información Financiera,Colombia,2015,Español,Papel, ,Docente,12,,,, JOSE ANTONIO LOPEZ GIRALDO
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Modelos Gerenciales,Colombia,2014,Español,Otro, ,Docente,0,,,, MARTHA ELENA QUINTERO MUNOZ
GORAS,Curso de Corta Duración Dictados, Otro ,Habilidades Gerenciales,Colombia,2014,Español,Otro, ,Docente,0,Brindar los conocimientos estratégicos de las habilidades gerenciales  para  dirigir las organizaciones modernas,Centro Regional FUNLAM Apartadó,, MARTHA ELENA QUINTERO MUNOZ
GORAS,Curso de Corta Duración Dictados, Perfeccionamiento ,Inducción Vendedor,Colombia,2013,Español,Otro, ,Docente,2,Orientar al nuevo personal de la empresa (Introsoftware) para su desempeño en el cargo de vendedor.,Medellín,, JUAN CARLOS MORALES GAVIRIA
GORAS,Curso de Corta Duración Dictados, Perfeccionamiento ,Diplomatura en liderazgo Cooperativo -Balance Social-,Colombia,2011,Español,Papel, ,Docente,0,Componente Balance Social,Fundación Universitaria Luis Amigó (Medellín),UNIVERSIDAD CATOLICA LUIS AMIGO, ALEXANDER MARIN LOPEZ
GORAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Aplicación y uso de herramientas de Gestión Tecnológica,Colombia,2010,Español,Papel, ,Docente,1,"Formar personas del sector público, academia y del sector empresarial en temas de Gestión de la Investigación y la innovación.",Universidad del Tolima,"Ministerio de Ciencia, Tecnología e Innovación.", CARLOS MARIO DURANGO YEPES
GORAS,Curso de Corta Duración Dictados, Especialización ,Sistematización y análisis de datos cualitativos,Colombia,2009,Español,Internet, ,Docente,1,Acercar a los estudiantes de maestría a las estrategias de análisis cualitativos,Universidad popular del cesar,UNIVERSIDAD DE CORDOBA, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Especialización ,Investigación Cualitativa,Colombia,2009,Español,Papel, ,Docente,2,Introducir los elementos basicos de la investigaciòn cualitativa,Universidad Pontificia Bolivariana,UNIVERSIDAD PONTIFICIA BOLIVARIANA, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Especialización ,Sistematización y análisis de datos cualitativos,Colombia,2009,Español,Internet, ,Docente,1,Acercar a los estudiantes de maestría a las estrategias de análisis cualitativos,universidad de cartagena,UNIVERSIDAD DE CORDOBA, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Especialización ,Curso Atlas.ti,Colombia,2009,Español,Internet, ,Docente,1,El curso de Atlas.ti  buscó ofrecer una herramienta de análisis de datos cualitativos,CINDE,FUNDACIÓN CENTRO INTERNACIONAL DE EDUCACIÓN Y DESARROLLO HUMANO-CINDE, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Especialización ,Sistematización y análisis de datos cualitativos,Colombia,2009,Español,Internet, ,Docente,1,Acercar a los estudiantes de maestría a las estrategias de análisis cualitativos,universidad del Atlántico,UNIVERSIDAD DE CORDOBA, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Especialización ,Trabajo de grado,Colombia,2009,Español,Papel, ,Docente,0,Apoyar el proceso de trabajo de grado de los estudiantes de la especilizacion en responsabilidad social,Fundación Universitaria Luís Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Especialización ,Curso Atlas.ti,Colombia,2009,Español,Internet, ,Docente,1,Acercar a los estudiantes de la maestría al manejo de una herramienta de analisis de datos cualitativos,cinde sabaneta,FUNDACIÓN CENTRO INTERNACIONAL DE EDUCACIÓN Y DESARROLLO HUMANO-CINDE, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Especialización ,Sistematización y analisis de datos cualitativos,Colombia,2009,Español,Internet, ,Docente,1,Acercar a los estudiantes de maestría a las estrategias de análisis cualitativos,Universidad del MAgdalena,UNIVERSIDAD DE CORDOBA, CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Curso de Corta Duración Dictados, Perfeccionamiento ,Analisis de datos cualitativos,Colombia,2009,Español,Internet, ,Docente,4,apoyar el proceso investigativo de la prospectiva de las comunicaciones de la unidad de I+D de la empresa UNE,sede central UNE,Epm Telecomunicaciones S.A. E.S.P. - Epm. Telco S.A., CARLOS ANDRES ARISTIZABAL BOTERO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,VII Seminario internacional sobre el proceso y la justicia,Colombia,2021,Español,Internet, ,Docente,1,Socializar ponencia sobre Michelle Taruffo,Plaza mayor,UNIVERSIDAD CATOLICA LUIS AMIGO, DANY STEVEN GOMEZ AGUDELO
